datetime,open,high,low,close,volume,bid_open,bid_high,bid_low,bid_close,ask_open,ask_high,ask_low,ask_close
2025-12-08T04:19:00-05:00,626.99,627.05,626.99,627.01,650.0,626.98,627.05,626.95,627.05,627.03,627.09,626.99,627.09
2025-12-08T04:20:00-05:00,627.11,627.16,627.11,627.14,2210.0,627.05,627.16,627.05,627.15,627.09,627.2,627.09,627.18
2025-12-08T04:21:00-05:00,627.18,627.19,627.15,627.15,1109.0,627.15,627.16,627.13,627.14,627.18,627.2,627.15,627.15
2025-12-08T04:22:00-05:00,627.12,627.17,627.08,627.17,466.0,627.14,627.18,627.03,627.15,627.15,627.21,627.06,627.19
2025-12-08T04:23:00-05:00,627.13,627.13,627.13,627.13,240.0,627.15,627.15,627.09,627.13,627.19,627.19,627.12,627.17
2025-12-08T04:24:00-05:00,627.16,627.19,627.13,627.13,1183.0,627.13,627.17,627.1,627.1,627.17,627.19,627.13,627.14
2025-12-08T04:25:00-05:00,627.17,627.2,627.17,627.2,589.0,627.1,627.17,627.1,627.17,627.14,627.21,627.13,627.21
2025-12-08T04:26:00-05:00,627.19,627.25,627.19,627.25,1827.0,627.17,627.25,627.17,627.22,627.21,627.29,627.2,627.25
2025-12-08T04:27:00-05:00,627.21,627.23,627.18,627.23,1448.0,627.22,627.26,627.12,627.25,627.25,627.3,627.15,627.29
2025-12-08T04:28:00-05:00,627.25,627.31,627.23,627.23,617.0,627.25,627.31,627.19,627.19,627.29,627.32,627.22,627.22
2025-12-08T04:29:00-05:00,627.23,627.29,627.2,627.29,456.0,627.19,627.27,627.18,627.25,627.22,627.31,627.22,627.28
2025-12-08T04:30:00-05:00,627.27,627.29,627.27,627.29,198.0,627.25,627.29,627.22,627.22,627.28,627.32,627.26,627.26
2025-12-08T04:31:00-05:00,627.24,627.24,627.21,627.21,146.0,627.22,627.27,627.17,627.21,627.26,627.3,627.2,627.24
2025-12-08T04:32:00-05:00,627.24,627.24,627.24,627.24,50.0,627.21,627.27,627.2,627.24,627.24,627.3,627.23,627.28
2025-12-08T04:33:00-05:00,627.28,627.32,627.24,627.24,427.0,627.24,627.32,627.18,627.22,627.28,627.35,627.22,627.25
2025-12-08T04:34:00-05:00,627.24,627.25,627.2,627.2,885.0,627.22,627.25,627.19,627.24,627.25,627.29,627.22,627.27
2025-12-08T04:35:00-05:00,627.28,627.28,627.09,627.09,969.0,627.24,627.3,627.06,627.1,627.27,627.33,627.1,627.12
2025-12-08T04:36:00-05:00,627.08,627.1,627.04,627.1,715.0,627.1,627.12,627.01,627.12,627.12,627.16,627.04,627.16
2025-12-08T04:37:00-05:00,627.1,627.1,627.1,627.1,0.0,627.12,627.15,627.07,627.12,627.16,627.18,627.13,627.16
2025-12-08T04:38:00-05:00,627.17,627.17,627.13,627.13,183.0,627.12,627.15,627.08,627.14,627.16,627.19,627.13,627.16
2025-12-08T04:39:00-05:00,627.14,627.2,627.11,627.2,280.0,627.14,627.2,627.09,627.2,627.16,627.24,627.12,627.24
2025-12-08T04:40:00-05:00,627.18,627.18,627.08,627.08,1578.0,627.2,627.23,627.06,627.08,627.24,627.27,627.1,627.1
2025-12-08T04:41:00-05:00,627.13,627.13,627.09,627.09,400.0,627.08,627.13,627.07,627.09,627.1,627.16,627.1,627.12
2025-12-08T04:42:00-05:00,627.08,627.08,627.05,627.05,230.0,627.09,627.1,627.02,627.02,627.12,627.13,627.05,627.05
2025-12-08T04:43:00-05:00,627.0,627.0,626.88,626.94,903.0,627.02,627.03,626.86,626.92,627.05,627.05,626.88,626.96
2025-12-08T04:44:00-05:00,626.97,626.98,626.94,626.94,1413.0,626.92,626.96,626.92,626.93,626.96,627.0,626.94,626.94
2025-12-08T04:45:00-05:00,626.83,626.83,626.8,626.82,910.0,626.93,626.93,626.78,626.8,626.94,626.94,626.81,626.82
2025-12-08T04:46:00-05:00,626.8,626.82,626.68,626.82,528.0,626.8,626.83,626.63,626.8,626.82,626.87,626.67,626.83
2025-12-08T04:47:00-05:00,626.78,626.87,626.78,626.87,627.0,626.8,626.86,626.75,626.8,626.83,626.9,626.78,626.84
2025-12-08T04:48:00-05:00,626.87,626.87,626.87,626.87,0.0,626.8,626.82,626.73,626.75,626.84,626.85,626.76,626.78
2025-12-08T04:49:00-05:00,626.87,626.87,626.87,626.87,0.0,626.75,626.8,626.73,626.73,626.78,626.84,626.76,626.77
2025-12-08T04:50:00-05:00,626.76,626.88,626.76,626.88,2128.0,626.73,626.88,626.73,626.85,626.77,626.91,626.75,626.89
2025-12-08T04:51:00-05:00,626.86,626.88,626.86,626.86,240.0,626.85,626.88,626.84,626.85,626.89,626.92,626.87,626.89
2025-12-08T04:52:00-05:00,626.88,626.88,626.88,626.88,101.0,626.85,626.89,626.82,626.89,626.89,626.93,626.85,626.93
2025-12-08T04:53:00-05:00,626.93,627.0,626.88,626.88,871.0,626.89,627.0,626.88,626.89,626.93,627.03,626.91,626.92
2025-12-08T04:54:00-05:00,626.9,626.9,626.9,626.9,40.0,626.89,626.95,626.87,626.89,626.92,626.99,626.89,626.93
2025-12-08T04:55:00-05:00,626.89,626.89,626.89,626.89,50.0,626.89,626.89,626.82,626.85,626.93,626.93,626.85,626.88
2025-12-08T04:56:00-05:00,626.89,626.93,626.88,626.88,263.0,626.85,626.93,626.82,626.85,626.88,626.96,626.86,626.88
2025-12-08T04:57:00-05:00,626.86,626.86,626.81,626.84,409.0,626.85,626.86,626.78,626.84,626.88,626.89,626.81,626.86
2025-12-08T04:58:00-05:00,626.81,626.81,626.75,626.75,1589.0,626.84,626.84,626.72,626.76,626.86,626.86,626.75,626.79
2025-12-08T04:59:00-05:00,626.75,626.76,626.73,626.73,918.0,626.76,626.78,626.65,626.75,626.79,626.81,626.68,626.78
2025-12-08T05:00:00-05:00,626.79,626.86,626.79,626.82,888.0,626.75,626.86,626.73,626.77,626.78,626.89,626.77,626.8
2025-12-08T05:01:00-05:00,626.76,626.76,626.72,626.72,380.0,626.77,626.77,626.67,626.7,626.8,626.81,626.72,626.74
2025-12-08T05:02:00-05:00,626.7,626.74,626.68,626.73,1224.0,626.7,626.74,626.65,626.74,626.74,626.77,626.69,626.77
2025-12-08T05:03:00-05:00,626.74,626.74,626.57,626.57,1710.0,626.74,626.76,626.51,626.56,626.77,626.79,626.56,626.58
2025-12-08T05:04:00-05:00,626.58,626.69,626.55,626.65,905.0,626.56,626.7,626.53,626.61,626.58,626.73,626.56,626.65
2025-12-08T05:05:00-05:00,626.59,626.59,626.5,626.55,728.0,626.61,626.61,626.48,626.54,626.65,626.65,626.51,626.57
2025-12-08T05:06:00-05:00,626.6,626.6,626.6,626.6,415.0,626.54,626.64,626.54,626.64,626.57,626.68,626.57,626.67
2025-12-08T05:07:00-05:00,626.68,626.72,626.6,626.6,858.0,626.64,626.72,626.57,626.57,626.67,626.75,626.6,626.6
2025-12-08T05:08:00-05:00,626.54,626.56,626.53,626.54,1206.0,626.57,626.6,626.51,626.56,626.6,626.64,626.54,626.59
2025-12-08T05:09:00-05:00,626.56,626.66,626.56,626.66,150.0,626.56,626.65,626.54,626.65,626.59,626.67,626.58,626.67
2025-12-08T05:10:00-05:00,626.66,626.72,626.66,626.69,4603.0,626.65,626.73,626.63,626.72,626.67,626.76,626.65,626.75
2025-12-08T05:11:00-05:00,626.81,626.85,626.79,626.83,1651.0,626.72,626.82,626.7,626.82,626.75,626.86,626.75,626.86
2025-12-08T05:12:00-05:00,626.85,626.9,626.85,626.9,1358.0,626.82,626.9,626.82,626.88,626.86,626.95,626.86,626.91
2025-12-08T05:13:00-05:00,626.88,626.88,626.76,626.77,387.0,626.88,626.89,626.71,626.78,626.91,626.91,626.74,626.82
2025-12-08T05:14:00-05:00,626.78,626.78,626.78,626.78,50.0,626.78,626.83,626.76,626.82,626.82,626.86,626.79,626.85
2025-12-08T05:15:00-05:00,626.82,626.82,626.82,626.82,62.0,626.82,626.83,626.74,626.74,626.85,626.87,626.78,626.78
2025-12-08T05:16:00-05:00,626.73,626.73,626.71,626.71,540.0,626.74,626.76,626.7,626.73,626.78,626.79,626.72,626.75
2025-12-08T05:17:00-05:00,626.73,626.73,626.66,626.68,2090.0,626.73,626.73,626.62,626.67,626.75,626.76,626.65,626.7
2025-12-08T05:18:00-05:00,626.65,626.65,626.63,626.63,220.0,626.67,626.67,626.6,626.6,626.7,626.7,626.61,626.62
2025-12-08T05:19:00-05:00,626.67,626.74,626.67,626.7,1377.0,626.6,626.72,626.6,626.71,626.62,626.76,626.62,626.75
2025-12-08T05:20:00-05:00,626.7,626.7,626.7,626.7,0.0,626.71,626.74,626.66,626.67,626.75,626.77,626.7,626.7
2025-12-08T05:21:00-05:00,626.66,626.69,626.66,626.69,248.0,626.67,626.69,626.6,626.67,626.7,626.72,626.63,626.7
